query,place_name,formatted_address,lat,lon,vibe_class,place_id,photo_reference,types,osm_image_path,dist_to_park,road_density,road_length,traffic_level,time_of_day,sentinel_jpg_path,sentinel_tiff_path,populartimes_peak_avg,avg_temperature
Hulimavu Lake,Hulimavu Lake Rd,"Hulimavu Lake Rd, Hulimavu, Bengaluru, Karnataka 560076, India",12.872409,77.6023254,i_love_it_here,ChIJZSErWisVrjsR1afJm1kzc4E,AXQCQNRjcEZMFn1Y135HFvEF6R1ddDZoSZpsknJSLRHe7tMfGMt37B_pfPhUGrzwpFh5fvw66gYRomFpI_QlE43ccqWJADzxiZxUrkjugIo3XoC9JgJ4gMqHwUgIZuZXFV8CXeL0uAjA2zabzIbzKwVd6jnX2unHT7Lg-gMZccyn1f-aXgHbUX53ZzVHTV6_5Sj4jWQVsdAz-SHP8usifCm9HnpcMJfHYi2E621Q490L079Q-anlfDq0CpIHCNLrcD3bCD0QC4UoA6r_ZjFnCm2bY-9ywBaK8K8wei3XBkRAWUsOxiS2s4-85-AtUx9x9gN3SLOalY7iAznZhxvGN5hCjeVrAo0yvOG8fOxsLPq15PD_PT2G1LG9ppjyECBSFiibyLvCE8FA2FRBpvvT5Xyfw3iPbD4s3QbdgrL20qPrFQ7zfk9eeoUR6MPzl1tmm3k0yRellHaHfRWfJTeYyA6_hCwvaS8oCusq9x-o2A5xuLkCPh1IJ_fz5iZ1Dnkpfx4ltOKhFIriAJpD3gfkv8NpooQHsPnDSCUHJ3PwPpZzPYFZi-ionP8PPFKiCH78-e9mOBj6Ket_WLF9UA,route,datasets/osm_images/i_love_it_here/i_love_it_here_15.jpg,637.6185294,106,5316.1,low,morning,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_15_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_15_sentinel.tif,72.5,28.19494709917294
Puttenahalli Lake,Puttenahalli Lake,"Arekere MICO Layout Main Rd, Puttenahalli, JP Nagar 7th Phase, near MLR Convention Hall, Bengaluru, Karnataka 560076, India",12.8904142,77.5871901,i_love_it_here,ChIJ_c_5VjgVrjsRlXabhj3lGMA,AXQCQNQXEqQjqqE71Gh1zRG5Kn5o3BlVF8CWPiyOnZMr5IOrslRrXogGiN3RUvGxFV2Wawzd6OE8zcrMeqhP-uwtp4uAyVx-dbxRDfxN2CH7kCzGPUR3NSKBI4HF14wcFXpQVY51CczOMBOjmT8lXuLTm4JtpfgzDD-CZnBdNTIr_dcgGK-RJcRxAL38qZTZSjzNOW403fc7bXhyQ9KMUocNiCjLXAzNcjM_jQhUa-abpx-nH1XKBBU2-6ShXuI2tQ61-9cyYlDo1uODA0lsTAfzV-LRiwkiqAYhn6a9ThN--LYm2lgYroI,"tourist_attraction, park, point_of_interest, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_16.jpg,270.0793028,164,8202.0,medium,morning,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_16_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_16_sentinel.tif,34.4,28.19494709917294
Kaikondrahalli Lake,Kaikondrahalli Lake,"Kaikondrahalli Lake, Valliyamma Layout, Bengaluru, Haralur, Karnataka 560103",12.9126925,77.6732975,i_love_it_here,ChIJcU0kkW0TrjsRU4Sikqyxj4I,AXQCQNQr65jS58NXaoZSyq6HDPBa8FC70OgPt_CRa4Wc9lT6qKpiOpWT18triju6fGWt4JB3ME1jV6pdVkocXJE5HtuQCTbaVEixqKztZvji-rZb0gkFuNSQcirnm8rmxO07lqKPwZFK4yMoKygu6yhyQWV0kNBbRhokwV5iCQu1zFxo7V6dPKs0h7qhhVDbVJ3YLXGYflQvb3hediYgcyM6YgvtKX_OHcEMznH2RVIDJQxmFbivgPBliKrnNu3mmMpNSDUI9GD8jLk9u_FCS0hIF9_VPv3wp6PhFr1qFwAsnQEaWLxz6i1cAwlqm-BhI8rYsHN3I7T4gADhR6KbiFjAZq4hs0_BhTGisTFO6XcRYnQAztJ0-HKWDRLP73vLBsiE3XTGVbldAE_hjjT3IgvQPIfFHMwd9EMR545qwWwi_sMAzXmecN-EGYu6ft7ElxwozZKP8f7HolymzZ1JFJwxH_XyBQl03OIlAN8IWDKWkJ-rxzG-hT4BxHXt_pblq5nFeE8SQLEl2R7WfyStbB6L0pjecfWQFFxcjAuNCVOWCaepJvmXtsj12QKlqHzI3M6PcoUIyUJc,"natural_feature, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_17.jpg,0.0,57,2864.9,low,afternoon,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_17_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_17_sentinel.tif,54.7,28.19494709917294
Doddanekundi Lake,Doddanekundi Lake,"Doddanekundi Lake, Doddanekkundi, Bengaluru, Karnataka 560037",12.9755061,77.6898011,i_love_it_here,ChIJuSLj1HwRrjsRpQ5KL6M8qko,AXQCQNQyGCzCdB1XT9J_cP9lHHPe_DcZjTp1_Qqaahl6pLr6f0gPOGvOKv-z20I6_RsgzLGyIps4KXlY5Rsc4M54DjUgUopblPCmaeSQx3MgPvts3x0CWOELYYALC2-y1eL742SAtv0IpzH7_IXK2CeNPBFkPAh7Q0HZQ7aA_xcg47HJVjExzC1sSZx1CNhKVXNpbQMqUyNqiQorXTIj6QKMKsJbSi9LDByZFXMGggM_FYHGmNmvdcUIazONoS_OInNOf37FiYfglHJZxr2bp3xqNxz2mKo7Z2-_HlMyKBLTOcFqJx8SCdq4NS3VrSLEeeO25KtdGVqK5QnOyY91rfYtp_jZup4kUfhNuj0ENBsnMP4mAd30AkBxWyemjGPLC8T-EPrDlg35pvObblv8D_9DweNbMwRuM9z2wVTSw5FlncRvWtA0M26K01PLelMI5RYdPaRW6yxmwNJcdVlo9h1U0ZNA0D7oVNyEe27hESW5z_XxRsV22M9DQP0eCscqUYY1AS8j8--drrj92N9P4iZh1Am78Xn2s9wxty-qAqer4X9AB4aoJ7ZFI2Pqsbrfrz9ep4egRDzE,"natural_feature, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_18.jpg,480.7552307,57,2861.5,low,evening,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_18_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_18_sentinel.tif,75.2,28.19494709917294
Madiwala Lake,Madiwala Lake,"Madiwala Lake, Bengaluru, Karnataka",12.9046136,77.614948,i_love_it_here,ChIJUTco0-UUrjsRYWWjnKl04_c,AXQCQNT9zX9MdoOgvpFVdkdfhI5r67o3Okil4D0w_-shT-3G8xQX_2l9pPBczKRtm5zFuWic4b98MCiC7PaFTCHyMqOcWytBQPHG_uQOBJZk-D857KhDKQj7xK7uGKsuOtgl0iBjRzv-qhhnBKtWAMJgPmOoxCgq3khTaHQP-RWrBKnQwefuYm5UC3HkEOyQNcb8D0IIV8JubH_m-xLR9stN6I3sbCH-IAFRFBblUWbhvjPU9RajQDaPcGx2KW9SWxNm4dH1BRXKu0_s0EyRWKdgshtTWkq6Vqv4w8mV1XI4jRZs5HSePWPFJ7ZYlMbIVTLJcUCHNn-bCE4V47v423p_BE_YD8fJ9C2OMpev-kWfJLJzUhfOgyWz0GMKCv-gQnZSz4cikfR-dq1otTc2ilcMMsXOVWKtq8lWE6inlsdOVcU7jhII02bhG_BIMwBqMgSlB1MSt6KP3Drdqg9lpqMgWjvtK_tdIiHmNH_mq_0OT9Gcd-uEHo86eOvbuRJl2SR6wqzLnIKtJqBRwDr4fweLyFdp4zzZMQuVNDAx2cRF9E3cx1RmMWwbqJm5C85vMH8gw4ZSvdtOTe8MxQ,"natural_feature, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_19.jpg,222.5476413,73,3663.9,low,morning,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_19_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_19_sentinel.tif,55.4,28.19494709917294
Devanahalli Park,Devanahalli park,"6PV4+8M4, Devanahalli, Southegowdanahalli, Karnataka 562110, India",13.2432522,77.7067028,i_love_it_here,ChIJvTwSk30drjsRBu8YpgGgHTo,AXQCQNRDUbfXxbxbh4DmvRXcUr7cYw9i0wbchkTcd7BQX47qMjp17b1KEhhPtO0IOJoa5_o5KNG6QF1zypnDmPfltK-aeLQY0pbsFlgl9d2bWUe9uOFCe2LxPUxhmobra0ePIK6XnVNb5FyUQB5ldoc0IX_6uBc8bKy8PZh3uKexUyN47lHgJA_ECEifhDeh9rBoNinPxF0Yjzppt1epjxmCsYL6FyUYzOGyWrKKCX9irbyLQrANxhbw3d6ZaMTUJZ-LrcF1foKd-IJ6e8KOETRcqj64WvRmnFYS0vvgjqa0nkyH4G8lbHVudULVJ5FVeLtBGf0Hz4F93VD2UbQAmyjPhLNd2UuPWpj8FcJdOoy31Kmajv3pw7inigBIZhjYHQ_9mhGGoLWqYYM7xWeFAdB8mQTDRF2YTa0xMgawB6MO2lXEfzu6LyUpXWsram95ISAaNeCsc785HR99V8_CMEaq0aI0DbncEr1aDPeB9YuC8oHR5b2TYRz0mUbUC3-LbuIjHRtCosKgqTjRD5tYle5ubsQop0aLTlzknCGvyMvQB4y4k4Rt-NDCWSurKJHi6CuF7Hfs2Q,"park, point_of_interest, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_20.jpg,16064.58699,0,9.4,medium,evening,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_20_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_20_sentinel.tif,83.3,28.19494709917294
Cubbon Park Bamboo Grove,Cubbon Park UB City,"UB City, 24, Vittal Mallya Rd, Nunegundlapalli, Shanthala Nagar, Sampangi Rama Nagar, Bengaluru, Karnataka 560001, India",12.9722535,77.5938097,i_love_it_here,ChIJtX_TKHcWrjsRdDifk-XZKpQ,AXQCQNR50-I-fbouXp52do9iUONWW-4HdSNlNSsfoFOb84-Jd9IZOc6W5HPhcp0rucKKzxOIrN2Ol1KlKiBE5e-Lu3KRDYL696U6FHsa59QSLCa-SdlcJjw0cLsap8MwitExPS9yGOS-J_cNylap4gghG92tdZa-eC4olUVZVqO4klZmbLBSSiYgrGHOrDYjReUpzoyj6pn1v1C6OCNrrK40vTe13SSF_FK058P8UCMe8vOPmNq5PW2OsTeDoPBKr773aUGkhdlv0L7mnqewSRkAZjPhKvM6Dfhse3tRiEPju6XE9WQxVPfTYpzEYb9weKs1JRYJcAuZVsVv5gC3dVkK3mIRIWwyL47BEUPSg8CxyqFXA7LkpPKxpCpL7bTmrelYsZoNXg8bn8EeUbgxaVxZX3ugdptss6k18Qgz9u3S9ECL2bj8cO9Lq4iB0j-xjk9fkAuhP-auW0ew7JOrHx70L00F7o2KvaABXXGZvUcISU3ZNNXYklqWzJp5rGWG5QB2J66TLXPX3Lax5iugDFxsmGvjz2RlrlPj7t7VpV4b2YF8bpNJK3Fi0qKuAtt1It4J_7ydelHIluhmag,"park, point_of_interest, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_21.jpg,11.24157982,49,2461.7,medium,evening,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_21_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_21_sentinel.tif,86.1,28.19494709917294
Lalbagh Glass House,"Glass House, Lalbagh Botanical Garden","LALBAGH PARK, Lal Bagh Rd, Mavalli, Bengaluru, Karnataka 560004, India",12.9497909,77.5866423,i_love_it_here,ChIJ0cHJam8VrjsRL2bsDesm1r4,AXQCQNQnuyb-RLmFSYBDVtyn6cqFoxJS9zdDgfEhOAgAgt9QZXT5g-Kt_ZL-sQbigXnUrbuTGOOla1evjTop5-nlwDBwVNQT-oEU8lK7JaJb3fa2HS18h89Px1E7eZ14V7UmbErdHqliD50nJfnrbpee-64YMcBwbzyL6L_0cPBtEb0cwkeVcbdeb2B9qaWkmCNm89Wzhg8GyhRTtJEiEdj9O2DIC6tEajaw4BN4o2xwLY__anNAwjvqQk82YirDpThMFYzQB8FF8ubn1M8ODCDKuJfEOQPwgypnOrYvJEJ6bGgnoJ3w6Ridul_LiPAHMM96LTSe0TNxV0tN00Fl2hzZqS6g86fni0bJxyL2QWLYQ9gfE1ab2l4I46fiDXACiVwwhH5yvTFC9jBnl5GvH3B2Jay2WXXM2PFAflzhujzNWhvS7tKKB6kbrHFC5FB6TUnCU9OVutfwQi6O7lQnMA3PP86H-g6grgUDQ0URlg5GLs_rk18lQ-wpYUc39fMN_ASWnnv36eLgsMpPzdd-NN4GqjtAz7zEe_GTzVWXj8SAkjNNotOJoW58nFT6zyEhmKfNYAF4bJA8,"tourist_attraction, park, point_of_interest, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_22.jpg,0.0,35,1752.6,medium,night,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_22_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_22_sentinel.tif,45.5,28.19494709917294
Mini Forest Jayanagar,Mini Forest,"WH6X+JFW एरिस ग्लोबल, 100 Feet Ring Rd, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",12.9116185,77.5986986,i_love_it_here,ChIJEX0nJAUVrjsR1ZQaZqQMJKk,AXQCQNQLe9jGWqj2ADFwGCQsyTv6-oO_oIfw6mb__feDpdVxwZPwv6E3JZQhxMMiIyuP3RwL5x6I0vR5g-Ah4dEBSGnDBdEf2fOkfeWEOJcyuSlG_f6ihtDfsAziCnnX_p6uQRYdSufre6RgjpkMiid17E0RtPEJJx_YxjPGodzKQc9crv0UmI_DdhXv1AxVxoxKZyWt3HU2QyzAkBCxxyYnV6CqZuXzQqeOkVyRNYlynxWvAwV3gqywFnSz7LGVOSwvcwJtLB6LBNpJuM1156-fGntXnuj3G6ZdlTQK4EH525p69eIC8Qr0z--ORnNsWR5i83nEHbBxiVwDk5RXJnYTnrrFFM9FIoJRLYZFSoN1XsncSDbYO5m2Yb8us5NYy0O0JALtSs_eWOeWkRdA1S92kKdzPJ_NTDDHUvwSTz5mHJLUdX1zZAPNQ2iMDe8kSd8FVqw0xL6yt9JJOyqkKzma2ebFLgx9K1pMPpJRsh22hnDm0EGIZUQZRrc73kMQRxAw0cdYmxdnDNe5YNZtIFyPmrHNSQrpk60Ff18GoUvVsaTiJ8uq1_QdepQzTROr9N1tMJK5-A,"park, tourist_attraction, point_of_interest, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_23.jpg,0.0,207,10357.3,low,evening,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_23_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_23_sentinel.tif,73.6,28.19494709917294
Rachenahalli Lake,Rachenahalli Lake,"Rachenahalli Lake, Rachenahalli, Thanisandra, Bengaluru, Karnataka 560064",13.0621226,77.6142319,i_love_it_here,ChIJJTLHmNYZrjsRmWoCse8wy8w,AXQCQNQVkwm5hroA5uLGvppxw0A1MVrvlecpGUGxYNTO2n4TxrvLwSB21FUTZRcPqfvluO7RWrTJpuMx9kaHmBVo3N_wmxiJeaor-u0rHEnWLynNbG29yFCplkGLV4uxmKML6m8z13KNb03J75TGic0fX6NkssXTlRiwGavSmLhsFrv7HsiWR-M49FJIDuLJZMPnJqXR2Zhuwpq-F8ZjkeMjdA2b4fB6Oi0DkgSh_YQAKvtDtIGcwvwqOxNHerotoHCEmRPjzbKeC3_qINivD68ejs7WCeMaP4SKIcs14tn9XX3bSGH-e3sCU3kzDZj5cUi-wXTK-OWLVgDnI-2Khcp07tjdvvPZMuswn953fEaoEae32LmpNs1_OoWNUf4CUhmF56kC2OsWWfXhqkyDytM0HYV-6-VKTw47wXwUE_7dumwGUtgw93LC43xbseFoTSwJfC3s27rfog2zfNr7Pp1YS-AHrvTs2h70X95G6wW6IRFZ4rZiQlxz1bQ7_dM5pLfn1Ork1iRfi11anNCwRnHiFoCvS-joPmEecSu2ggSG3ISZi3P6pDPxi5Hnfl-4EZFeTXCcYOs9gSBcYw,"natural_feature, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_24.jpg,157.2840546,92,4615.0,low,evening,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_24_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_24_sentinel.tif,98.6,28.19494709917294
Sarakki Lake,Sarakki Lake,"Sarakki Lake, Jarganahalli, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078",12.899404,77.5798522,i_love_it_here,ChIJvXn1C0IVrjsRBUcULuJEeZY,AXQCQNTk4w56gva5cH4DMiiZRA3Ow3Y9qPVuhjp1h_yQ-LdxdgvPQPKfURe66MwV7g0GGgvOdyr6ooJBqQ2JDeh39VUqAIOvYN621hTAEQPTHj3PiWgsrqWDZ9ygmGLeDNBYErFj5ydP33v46uTZKWWilmPDSlxrRV4F7-hwm8XOXH30cbNycUTccESm97an8rCvP30dLyyHhRhsMoqeoCz474906khOFHG42zkbjfTCmr6nqjd5FvEY21d_6NRREpE8EhQuNgSnN1IvkLowmlOJcxrc2YtH-6qyizNH_JlNBdoGtdHDFMzkj9fqpYgEGyi1u-rW_rcE23Ra2uxPRZzrkqxSQU07jrAxrG1F61TK2XIqKJ6w-WLAy-ycwpfbMhHIVsZObTwMDVlZbz8W--aD4WpDR1rBg7zr95PQs3gls5rbLKLIZrBB0ugswoCD-8tACHHPHsMv4OKj7LEteR8ZTmf50VUbEtdUfZTOYioOTdfpgRFW0seTIDIBrkiA2nlpXgY59TzsREaOV_a48TGXg4ikSsszx3o4ThgEf-TQFgZoQ6kBgUpwyk8AjHKgItnVdOrSEim5nZXZ9w,"natural_feature, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_25.jpg,0.0,260,13013.7,medium,evening,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_25_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_25_sentinel.tif,78.5,28.19494709917294
Thottikallu Falls,Thottikallu Falls,"RG4Q+CFM, Kanakapura Main Rd, Bengaluru, Karnataka 560083, India",12.8060797,77.5386765,i_love_it_here,ChIJ184OVJVBrjsRD3qvVLKhAnY,AXQCQNRVMMrPFRyHxQgUEdr-vnze0YSrUcOAh0JZLrKpOiDBQ0y35Eu7zFG8kCbtyvr0mmz7yo2N0NHlbFOzQIdK91kUgDSnsEq3jgxQZxrX-iz5PjmY9rBbg52kw-TQPL1UMeHrz93jcw4B4p_t3RGMDzdyRCjPxtBQfkyFdsB3KsUQZyLgtF4u5_izZGbAupsPy-M1Tu1Iio07wyQitMi0mkSCwBi8nevVVjtysnR1WiBfuXS7M-wWWLZf2luQ5yMkVvb-XIlhtPG6mQkg5bNjJVKyiZbEasEqrLkVbt5-W6hu_osj69z8lA4MCPv-hAR7rl6iloOwbCBEOp2QbdkQpu635N9V3SbV5Cc04MJUNIKTOVu2rrSltImbbZu9wQJ_LfpKQLAY-rl2QTDb6A3V4FxX-h0hoah58Idh8yZAAfIQrdwgYZ471C1cc9jAz0DfZSB8XziDBLpNREi7r4uJWdZ7NvQ5eaDLX7busuApo6JoTjwegodgm7CvK7VWn-qrsSnurtJIP3kb_haWbTE0MVCfmUqSQrSs_SSY4oLtblF4VH158d5-IhAPgFGeo6KXdBSHulUd,"tourist_attraction, point_of_interest, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_26.jpg,5723.015029,0,14.5,low,afternoon,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_26_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_26_sentinel.tif,62.6,28.19494709917294
Avalahalli State Forest,Avalahalli State Forest,"Avalahalli State Forest, Bengaluru, Karnataka 560064, India",13.1303692,77.5490448,i_love_it_here,ChIJgx4imRoirjsRVDLk-YgNKXI,AXQCQNRrg6b326SMld0N0bxFaGKFlptbtpi1KABsw9uJC1y2Jq46VOsCjEcfeoqnf8MHEjT-13yE8FoVjvMy2uQduDOn68eogf0SOFkdflEouHzgm8AUXNhVl_mBfALsECXX_ikCKbftu-GU-zr9Iv5PpN-_Rymbs_CxQCmE7ZO9Y5VAmacgcVryCpCYQ_O6WnvznY1M6AtPA79ki_q4beJ4VCvWXTSBhYss1hqdAOs75ikp5jogDvZ3yQ3Rw9AzJ9YYJecSco1RyESNHpcG3KnZoRl33eQ_j5Z-ouSWH7EYcHkiuSST1yqK4os3ibdb8zk0AVOVKEct8RGX2GlNjJ4H_PLZ8rtIpYtfRM-DW1Vc5reqJMh51XiUjBTAxRr3rxGIF0pRB98Ff_j3NKToInk3hU4szpIiefHzjImoeC1-8TMjxCiADWjEaXTnk5LOURiiEbAUkkYtPfKHgv-cS7iVvUW1o3NBELCZpL4g4mwcysLXS0XFUoeuhLfeiHq3Ku-rt5qTTLJBddV4xbroks8aonM0nz8ht3OFpNM4YivCazMN3ZivzvXRVSzmch4Bekzenb2SvjJptyVR4g,"park, premise, point_of_interest, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_27.jpg,2218.193166,0,12.8,low,night,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_27_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_27_sentinel.tif,25.8,28.19494709917294
Amruthahalli Lake,Amrutahalli Lake,"Amrutahalli Lake, Kashi Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",13.0603319,77.5996718,i_love_it_here,ChIJGQRs7ygYrjsRrmdp-mpgAPA,AXQCQNQi2q2ua57teiqQJ4Q60QY9js7qbR-xLWSocWSDVEgZw4xkmEfU2r3LvPaZI3-lS6nKHw2HWM-PC_CwH-Pw5Z7zGr3YPkBvY2H329f7_zZrYgr3zdGfjtLNZmhw3qo41Mxy8mPc0xqKCfSrhmvJbcEKnBJx6PTzDpb9xtw8QcwFlhagQezQa7kE-Gmozfev85g129o16I4YywHoKKxMQi5AWRJjKDskI_Lj00OXM9ZU1WnM5OViphAULS-PrLiu3QnWcfOfpBVtjz5OZflEWC7gvMB84ZPmz9-_lSFjs_u2KjGeuXr1hJq70ccE0J_1CEFUBe_6byJmcpvV82ES7IjbV-WiJIR63Jr6x8f9-OHmAz7paN_sUIWk8JF6F78LqWXKxH0p8_iQiBz0ljbIii22IUPBHbC_Xtyck-ztrTFCHCAHvhyu_frBSherk9WsXQ65NSF5TsFsqKj_Q-nbAxfVm8I9AN0xN5omur4Gi0hraLf8DvjYHoVFLijeBHHSWNLlb60dLiPOnxPUJOJKhdeOprI9zpqP-j97TrJgVmJLaLssc1Z5VVY4TJR5xQ-BkgVb9A,"natural_feature, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_28.jpg,305.7012268,256,12812.3,low,evening,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_28_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_28_sentinel.tif,79.5,28.19494709917294
Banashankari Park,Banashankari Brindavana Park,"673, 22nd A Cross Rd, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070, India",12.9251969,77.5658748,i_love_it_here,ChIJw0lwPoEVrjsRk3dMBhZu9mU,AXQCQNQWYrQQ2W2Wvx6F_N9QQGE-MKGKuhHk-vRPvRcWzq5-5pQP1pegR5WvnkQ7oGYxskFaEkUTZ0JAqQZwI7_t8LYeHkBzy7qGKYmqX57-SutVKIfIiuKtILzlxLjHTkdiKfOzj7Kd49vDwFevy2UhwrHzj6m4yCjAdDkZHchIq_zYvbxw0wDRLfR_oketzVWB5zy-LzBJcuqLA7mPVitW30tXjhRalAwWhcValmGfFC3EhVepvBpNHcvhWHoGVxaw4FM_Z5SjihRt_PXk0hjLaWrVMBkkgV7VDq5aKrUAGFq4PaIfAvi8EANqHD995cyQndE73L7aXp0_h2m5hFJf_pYRc1r-Y-Sj5cyIXqPAj9By5JvSAGIeHTA7A5Le_-tEVcF_wUnOXt97i_HoVtDxPQ0G4zyyCN2pLlP3pMS-USPHfPkvk6WMGDJhBouFZvQ5rgUiCfkLAvwgEWu4NV9tQO-Fszw2TKx3mFdxBZ-sw3-mUGPd9bxRo5Y5uDTjHqQISBuxK-d01tBu64v5L4UWaYWCraENHHwLLesq3ko8PLDJPqES95yE7icbbJLuVc6KPXCGub4I,"park, point_of_interest, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_29.jpg,0.0,174,8716.8,medium,morning,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_29_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_29_sentinel.tif,62.0,28.19494709917294
Vibhutipura Lake,Vibhutipura Lake,"Vibhutipura Lake, LBS Nagar, Vimanapura, Bengaluru, Karnataka 560017",12.967643,77.675566,i_love_it_here,ChIJi_tGjuATrjsRl2_8ieJlaos,AXQCQNSB42MqbcmxQ50oGrEl3sbJFXFrTZzzhBNutPne8ne_2H3XiH6CFCr4cIixBYuVXT5IQBT0i_EzTU3-J56gVdaRDg00lrJZTiuYYQm-qOt1Fd2LpULnNvK-58sftpChFlkGZPZo6cR1m-s6PqoJWvWioFK3Z2LkrsJfrwBeHe2ZVOzrMzCrtnIbuaW7YCy4AP0qAvPyTfBjPOGE0NCxl27eEB3qmrqHWAbvMPG1Td2Op5gqoB4IXi_3IsGe-Vw5L17YZYlg50Av-m4pmoE0JOfVXQXoLaGJ9WILHn-uEHGp9xjxbXXBk48_Cg288QlHP8T1yWaa4N9_2QQn6MLNplKJ7JT92m-Y24YcBPo36YTXzuCDKDQ52oPLqs9zjH1iXAAbEhz9ZEpQusi4z_EBHzIc-ffxRPVqw-sNNFKCqD6JeYPDOrVROBAqBo22EkqyMieLeRoaR0LLHjr5ePpaaNyxfakkURBTgua5NT6iS58Uawzy_o4FmND47VuJ-Ym1D7Bd5VRH0ZJrQ6w1r5pu_oz3vV0kbb9Os--h1MF-LLPLqaEyrcoHabqHA62dW4_kP6xCpfvrwp3dxQ,"natural_feature, establishment",datasets/osm_images/i_love_it_here/i_love_it_here_30.jpg,351.839626,257,12860.7,medium,morning,datasets/sentinel_tiles/i_love_it_here/i_love_it_here_30_sentinel.jpg,datasets/sentinel_tifs/i_love_it_here/i_love_it_here_30_sentinel.tif,73.9,28.19494709917294
